ID,RECORD_ID,DATE_STATION_LINK,DATE,YEAR,MONTH,TIME_24H,STATION_ID,DEPTH_M,CLASS,DISSOLVED_OXYGEN_MG_L,TEMPERATURE_C,SALINITY_PSU,CHLA_UG_L,SECCHI_DEPTH_F,PH,BOD5_MG_L,TSS_MG_L,AMMONIA-AMMONIUM_MG_L,NITRITE_NITRATE_MG_L,PARTICULATE_N_MG_L,ORTHOPHOSPHATE_MG_L,TOTAL_DISSOLVED_ N_MG_L,TOTAL_DISSOLVED_P_MG_L,PARTICULATE_P_MG_L,DOC_MG_L,PARTICULATE_C_MG_L,DISSOLVED_SILICA_MG_L,BIOGENIC_SILICA_MG_L,SAMPLING SURVEY RUN,INVESTIGATION,STATION_ID_B,LISS_STUDY_AREA,CLOUD_COVER,SEA_STATE,FIELD_NOTES,WEATHER,PREV_24_H_RAIN,PREV_48_H_RAIN,TIDE_TIME_NR,TIDE_RANGE_FT_NR,TIDE_TYPE_NR,TIDE_TIME_KP,TIDE_RANGE_FT_KP,TIDE_TYPE_KP,EDIT NOTES,,,
26341,H-C1_10/27/2022_8:17_6.2,10/27/2022_H-C1,10/27/2022,2022,October,8:17,H-C1,6.2,Middle,8.16,15.935,28.55,ND,ND,0.96,7.83,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,27-Oct,18537,H-C1_M,Mid-LIS Waters,0,1 ft,No Secchi disk readings were done,"Windy, clear skies, 60°F air temp, 20-26 mph wind",0,0.01,6:30,-0.02,Low,6:48,-0.02,Low,
26342,H-C1_10/27/2022_8:18_0.5,10/27/2022_H-C1,10/27/2022,2022,October,8:18,H-C1,0.5,Surface,8.20,15.909,28.51,4.22,ND,1.01,7.82,ND,6.08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,27-Oct,18537,H-C1_S,Mid-LIS Waters,0,1 ft,No Secchi disk readings were done,"Windy, clear skies, 60°F air temp, 20-26 mph wind",0,0.01,6:30,-0.02,Low,6:48,-0.02,Low,
26343,A5_10/27/2022_8:09_10.9,10/27/2022_A5,10/27/2022,2022,October,8:09,A5,10.9,Bottom,7.93,15.990,28.80,ND,ND,62.86,7.83,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,27-Oct,18537,A5_B,Mid-LIS Waters,0,2 ft,No Secchi disk readings were done,"Windy, clear skies, 60°F air temp, 20-26 mph wind",0,0.01,6:30,-0.02,Low,6:48,-0.02,Low,Turbidity was likely logged before bottom sediment settled
26344,A5_10/27/2022_8:11_5.7,10/27/2022_A5,10/27/2022,2022,October,8:11,A5,5.7,Middle,8.26,16.017,28.75,ND,ND,1.01,7.85,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,27-Oct,18537,A5_M,Mid-LIS Waters,0,2 ft,No Secchi disk readings were done,"Windy, clear skies, 60°F air temp, 20-26 mph wind",0,0.01,6:30,-0.02,Low,6:48,-0.02,Low,
26345,A5_10/27/2022_8:12_0.7,10/27/2022_A5,10/27/2022,2022,October,8:12,A5,0.7,Surface,8.33,16.010,28.75,4.95,ND,1.97,7.86,<3,5.54,0.030,0.1800,0.0661,0.1014,0.39,0.1680,0.0085,1.64,0.3280,3.33,0.057,19.11,103.10,27-Oct,18537,A5_S,Mid-LIS Waters,0,2 ft,No Secchi disk readings were done,"Windy, clear skies, 60°F air temp, 20-26 mph wind",0,0.01,6:30,-0.02,Low,6:48,-0.02,Low,"PN < RL, BOD < MDL & RL, BOD: Average depletion of Seeded blanks >0.4"
26346,A4_10/27/2022_7:59_26.9,10/27/2022_A4,10/27/2022,2022,October,7:59,A4,26.9,Bottom,7.92,15.984,28.74,ND,ND,1.34,7.82,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,27-Oct,18537,A4_B,Mid-LIS Waters,0,1 ft,No Secchi disk readings were done,"Windy, clear skies, 60°F air temp, 20-26 mph wind",0,0.01,6:30,-0.02,Low,6:48,-0.02,Low,
26347,A4_10/27/2022_8:00_14.2,10/27/2022_A4,10/27/2022,2022,October,8:00,A4,14.2,Middle,8.00,15.995,28.62,ND,ND,1.05,7.82,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,27-Oct,18537,A4_M,Mid-LIS Waters,0,1 ft,No Secchi disk readings were done,"Windy, clear skies, 60°F air temp, 20-26 mph wind",0,0.01,6:30,-0.02,Low,6:48,-0.02,Low,
26348,A4_10/27/2022_8:01_0.5,10/27/2022_A4,10/27/2022,2022,October,8:01,A4,0.5,Surface,8.05,16.006,28.17,3.32,ND,1.18,7.78,<3,6.14,0.067,0.2490,0.0553,0.1061,0.53,0.2047,0.0086,1.77,0.3470,3.38,0.065,21.15,105.50,27-Oct,18537,A4_S,Mid-LIS Waters,0,1 ft,No Secchi disk readings were done,"Windy, clear skies, 60°F air temp, 20-26 mph wind",0,0.01,6:30,-0.02,Low,6:48,-0.02,Low,"PN < RL, BOD < MDL & RL, BOD: Average depletion of Seeded blanks >0.4"
26349,Dup H-D_10/27/2022_8:34_3.6,10/27/2022_Dup H-D,10/27/2022,2022,October,8:34,Dup H-D,3.6,Bottom,7.32,15.915,28.36,ND,ND,2.47,7.77,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,27-Oct,18537,Dup H-D_B,Hempstead Harbor,0,1 ft,No Secchi disk readings were done,"Windy, clear skies, 60°F air temp, 20-26 mph wind",0,0.01,6:30,-0.02,Low,6:48,-0.02,Low,
26350,Dup H-D_10/27/2022_8:35_2.1,10/27/2022_Dup H-D,10/27/2022,2022,October,8:35,Dup H-D,2.1,Middle,7.41,15.835,28.01,ND,ND,2.64,7.74,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,27-Oct,18537,Dup H-D_M,Hempstead Harbor,0,1 ft,No Secchi disk readings were done,"Windy, clear skies, 60°F air temp, 20-26 mph wind",0,0.01,6:30,-0.02,Low,6:48,-0.02,Low,
26351,Dup H-D_10/27/2022_8:35_0.5,10/27/2022_Dup H-D,10/27/2022,2022,October,8:35,Dup H-D,0.5,Surface,7.52,15.769,27.89,14.22,ND,2.02,7.74,<3,7.30,0.089,0.2570,0.1990,0.0730,0.57,0.1437,0.0262,1.72,1.0200,3.95,0.07,19.31,104.60,27-Oct,18537,Dup H-D_S,Hempstead Harbor,0,1 ft,No Secchi disk readings were done,"Windy, clear skies, 60°F air temp, 20-26 mph wind",0,0.01,6:30,-0.02,Low,6:48,-0.02,Low,"BOD < MDL & RL, BOD: Average depletion of Seeded blanks >0.4"
26352,Dup E-12_10/27/2022_10:42_3.2,10/27/2022_Dup E-12,10/27/2022,2022,October,10:42,Dup E-12,3.2,Bottom,7.81,15.967,28.14,ND,ND,12.09,7.78,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,27-Oct,18537,Dup E-12_B,Eastchester Bay,5,1 ft,No Secchi disk readings were done,"Windy, clear skies, 60°F air temp, 20-26 mph wind",0,0.01,6:30,-0.02,Low,6:48,-0.02,Low,E-12 vs Dup bottom turbidity >15% RPD
26353,Dup E-12_10/27/2022_10:43_2.0,10/27/2022_Dup E-12,10/27/2022,2022,October,10:43,Dup E-12,2.0,Middle,7.84,15.951,28.10,ND,ND,3.04,7.77,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,27-Oct,18537,Dup E-12_M,Eastchester Bay,5,1 ft,No Secchi disk readings were done,"Windy, clear skies, 60°F air temp, 20-26 mph wind",0,0.01,6:30,-0.02,Low,6:48,-0.02,Low,
26354,Dup E-12_10/27/2022_10:44_0.5,10/27/2022_Dup E-12,10/27/2022,2022,October,10:44,Dup E-12,0.5,Surface,7.87,15.929,28.07,3.44,ND,3.04,7.77,ND,9.98,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,27-Oct,18537,Dup E-12_S,Eastchester Bay,5,1 ft,No Secchi disk readings were done,"Windy, clear skies, 60°F air temp, 20-26 mph wind",0,0.01,6:30,-0.02,Low,6:48,-0.02,Low,
26355,9-413_11/9/2022_6:56_1.2,11/9/2022_9-413,11/9/2022,2022,November,6:56,9-413,1.2,Bottom,8.40,11.708,25.70,ND,2.0,10.44,7.73,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Nov,18541,9-413_B,Manhasset Bay,0,Ripples,ND,"Clear skies, 41-49°F air temp, 6-10 mph wind",0,0,5:37,0.28,Low,5:55,0.30,Low,
26356,9-413_11/9/2022_6:57_0.5,11/9/2022_9-413,11/9/2022,2022,November,6:57,9-413,0.5,Surface,8.26,11.192,25.00,19.92,2.0,10.79,7.69,ND,18.32,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Nov,18541,9-413_S,Manhasset Bay,0,Ripples,ND,"Clear skies, 41-49°F air temp, 6-10 mph wind",0,0,5:37,0.28,Low,5:55,0.30,Low,
26357,9-412_11/9/2022_7:03_3.2,11/9/2022_9-412,11/9/2022,2022,November,7:03,9-412,3.2,Bottom,8.65,14.317,27.96,ND,5.5,2.15,7.89,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Nov,18541,9-412_B,Manhasset Bay,0,Ripples,ND,"Clear skies, 41-49°F air temp, 6-10 mph wind",0,0,5:37,0.28,Low,5:55,0.30,Low,
26358,9-412_11/9/2022_7:04_1.9,11/9/2022_9-412,11/9/2022,2022,November,7:04,9-412,1.9,Middle,8.59,14.380,27.96,ND,5.5,2.14,7.89,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Nov,18541,9-412_M,Manhasset Bay,0,Ripples,ND,"Clear skies, 41-49°F air temp, 6-10 mph wind",0,0,5:37,0.28,Low,5:55,0.30,Low,
26359,9-412_11/9/2022_7:06_0.5,11/9/2022_9-412,11/9/2022,2022,November,7:06,9-412,0.5,Surface,8.61,14.326,27.96,14.45,5.5,1.95,7.89,<3,7.52,0.021,0.2380,0.2310,0.1305,0.48,0.16,0.0281,2.10,1.0600,3.70,0.0675,11.53,118.95,9-Nov,18541,9-412_S,Manhasset Bay,0,Ripples,ND,"Clear skies, 41-49°F air temp, 6-10 mph wind",0,0,5:37,0.28,Low,5:55,0.30,Low,"NH3 < RL, BOD < MDL & RL, BOD: Average BOD of GGA and % Recovery is less than acceptable range, Average depletion of Unseeded blanked > 0.2, Average depletion of Seeded blanks > 0.4"
26360,9-409_11/9/2022_7:10_3.8,11/9/2022_9-409,11/9/2022,2022,November,7:10,9-409,3.8,Bottom,8.65,14.355,28.00,ND,4.5,1.89,7.90,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Nov,18541,9-409_B,Manhasset Bay,0,< 1 ft,ND,"Clear skies, 41-49°F air temp, 6-10 mph wind",0,0,5:37,0.28,Low,5:55,0.30,Low,
26361,9-409_11/9/2022_7:11_2.2,11/9/2022_9-409,11/9/2022,2022,November,7:11,9-409,2.2,Middle,8.62,14.400,27.98,ND,4.5,1.96,7.89,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Nov,18541,9-409_M,Manhasset Bay,0,< 1 ft,ND,"Clear skies, 41-49°F air temp, 6-10 mph wind",0,0,5:37,0.28,Low,5:55,0.30,Low,
26362,9-409_11/9/2022_7:12_0.5,11/9/2022_9-409,11/9/2022,2022,November,7:12,9-409,0.5,Surface,8.65,14.382,27.96,16.96,4.5,1.97,7.89,ND,6.06,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Nov,18541,9-409_S,Manhasset Bay,0,< 1 ft,ND,"Clear skies, 41-49°F air temp, 6-10 mph wind",0,0,5:37,0.28,Low,5:55,0.30,Low,
26363,A3_11/9/2022_7:19_19.7,11/9/2022_A3,11/9/2022,2022,November,7:19,A3,19.7,Bottom,7.85,15.261,28.70,ND,6.5,6.54,7.79,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Nov,18541,A3_B,Mid-LIS Waters,0,1.5 ft,ND,"Clear skies, 41-49°F air temp, 6-10 mph wind",0,0,5:37,0.28,Low,5:55,0.30,Low,
26364,A3_11/9/2022_7:20_9.9,11/9/2022_A3,11/9/2022,2022,November,7:20,A3,9.9,Middle,7.89,15.260,28.63,ND,6.5,1.56,7.79,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Nov,18541,A3_M,Mid-LIS Waters,0,1.5 ft,ND,"Clear skies, 41-49°F air temp, 6-10 mph wind",0,0,5:37,0.28,Low,5:55,0.30,Low,
26365,A3_11/9/2022_7:22_0.5,11/9/2022_A3,11/9/2022,2022,November,7:22,A3,0.5,Surface,8.04,14.960,28.50,3.06,6.5,1.25,7.78,ND,6.16,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Nov,18541,A3_S,Mid-LIS Waters,0,1.5 ft,ND,"Clear skies, 41-49°F air temp, 6-10 mph wind",0,0,5:37,0.28,Low,5:55,0.30,Low,
26366,8-405_11/9/2022_7:31_2.6,11/9/2022_8-405,11/9/2022,2022,November,7:31,8-405,2.6,Bottom,8.29,13.404,27.88,ND,3.0,3.27,7.78,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Nov,18541,8-405_B,Little Neck Bay,0,Ripples,ND,"Clear skies, 41-49°F air temp, 6-10 mph wind",0,0,5:37,0.28,Low,5:55,0.30,Low,
26367,8-405_11/9/2022_7:33_1.5,11/9/2022_8-405,11/9/2022,2022,November,7:33,8-405,1.5,Middle,8.32,12.945,27.60,ND,3.0,5.31,7.78,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Nov,18541,8-405_M,Little Neck Bay,0,Ripples,ND,"Clear skies, 41-49°F air temp, 6-10 mph wind",0,0,5:37,0.28,Low,5:55,0.30,Low,
26368,8-405_11/9/2022_7:33_0.5,11/9/2022_8-405,11/9/2022,2022,November,7:33,8-405,0.5,Surface,8.32,12.893,27.59,7.81,3.0,5.26,7.78,ND,10.14,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Nov,18541,8-405_S,Little Neck Bay,0,Ripples,ND,"Clear skies, 41-49°F air temp, 6-10 mph wind",0,0,5:37,0.28,Low,5:55,0.30,Low,
26369,8-403_11/9/2022_7:37_2.1,11/9/2022_8-403,11/9/2022,2022,November,7:37,8-403,2.1,Bottom,8.43,13.072,27.93,ND,4.0,7.57,7.79,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Nov,18541,8-403_B,Little Neck Bay,0,Ripples,ND,"Clear skies, 41-49°F air temp, 6-10 mph wind",0,0,5:37,0.28,Low,5:55,0.30,Low,
26370,8-403_11/9/2022_7:38_0.5,11/9/2022_8-403,11/9/2022,2022,November,7:38,8-403,0.5,Surface,8.40,13.332,27.93,3.46,4.0,5.75,7.79,<3,12.36,0.098,0.3140,0.0974,0.1598,0.63,0.1802,0.0183,1.78,0.6330,3.16,0.155,15.47,116.10,9-Nov,18541,8-403_S,Little Neck Bay,0,Ripples,ND,"Clear skies, 41-49°F air temp, 6-10 mph wind",0,0,5:37,0.28,Low,5:55,0.30,Low,"BOD < MDL & RL, BOD: Average BOD of GGA and % Recovery is less than acceptable range, Average depletion of Unseeded blanked > 0.2, Average depletion of Seeded blanks > 0.4"
26371,A2M_11/9/2022_7:49_26.7,11/9/2022_A2M,11/9/2022,2022,November,7:49,A2M,26.7,Bottom,7.64,15.118,27.79,ND,6.0,5.06,7.72,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Nov,18541,A2M_B,Upper East River,0,1 ft,ND,"Clear skies, 41-49°F air temp, 6-10 mph wind",0,0,5:37,0.28,Low,5:55,0.30,Low,
26372,A2M_11/9/2022_7:51_16.1,11/9/2022_A2M,11/9/2022,2022,November,7:51,A2M,16.1,Middle,7.64,15.188,27.78,ND,6.0,4.57,7.72,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Nov,18541,A2M_M,Upper East River,0,1 ft,ND,"Clear skies, 41-49°F air temp, 6-10 mph wind",0,0,5:37,0.28,Low,5:55,0.30,Low,
26373,A2M_11/9/2022_7:52_0.5,11/9/2022_A2M,11/9/2022,2022,November,7:52,A2M,0.5,Surface,7.69,15.223,27.70,2.46,6.0,2.98,7.71,<3,7.48,0.103,0.3320,0.0623,0.1587,0.63,0.1822,0.0127,1.89,0.3530,3.12,0.139,14.03,115.60,9-Nov,18541,A2M_S,Upper East River,0,1 ft,ND,"Clear skies, 41-49°F air temp, 6-10 mph wind",0,0,5:37,0.28,Low,5:55,0.30,Low,"RN < RL, BOD < MDL & RL, BOD: Average BOD of GGA and % Recovery is less than acceptable range, Average depletion of Unseeded blanked > 0.2, Average depletion of Seeded blanks > 0.4"
26374,A1_11/9/2022_7:58_13.4,11/9/2022_A1,11/9/2022,2022,November,7:58,A1,13.4,Bottom,7.48,15.256,27.13,ND,5.5,6.09,7.67,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Nov,18541,A1_B,Upper East River,0,< 1 ft,ND,"Clear skies, 41-49°F air temp, 6-10 mph wind",0,0,5:37,0.28,Low,5:55,0.30,Low,
26375,A1_11/9/2022_8:00_6.2,11/9/2022_A1,11/9/2022,2022,November,8:00,A1,6.2,Middle,7.46,15.309,27.11,ND,5.5,4.23,7.67,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Nov,18541,A1_M,Upper East River,0,< 1 ft,ND,"Clear skies, 41-49°F air temp, 6-10 mph wind",0,0,5:37,0.28,Low,5:55,0.30,Low,
26376,A1_11/9/2022_8:00_0.5,11/9/2022_A1,11/9/2022,2022,November,8:00,A1,0.5,Surface,7.46,15.368,27.08,1.76,5.5,3.27,7.66,ND,10.20,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Nov,18541,A1_S,Upper East River,0,< 1 ft,ND,"Clear skies, 41-49°F air temp, 6-10 mph wind",0,0,5:37,0.28,Low,5:55,0.30,Low,
26377,E-12_11/9/2022_8:11_2.6,11/9/2022_E-12,11/9/2022,2022,November,8:11,E-12,2.6,Bottom,8.24,13.666,28.30,ND,7.5,2.03,7.81,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Nov,18541,E-12_B,Eastchester Bay,0,Ripples,ND,"Clear skies, 41-49°F air temp, 6-10 mph wind",0,0,5:37,0.28,Low,5:55,0.30,Low,
26378,E-12_11/9/2022_8:12_1.6,11/9/2022_E-12,11/9/2022,2022,November,8:12,E-12,1.6,Middle,8.23,13.613,28.30,ND,7.5,2.00,7.81,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Nov,18541,E-12_M,Eastchester Bay,0,Ripples,ND,"Clear skies, 41-49°F air temp, 6-10 mph wind",0,0,5:37,0.28,Low,5:55,0.30,Low,
26379,E-12_11/9/2022_8:14_0.5,11/9/2022_E-12,11/9/2022,2022,November,8:14,E-12,0.5,Surface,8.22,13.618,28.30,3.97,7.5,1.99,7.81,<3,7.90,0.073,0.1910,0.0695,0.1289,0.49,0.1508,0.0103,1.75,0.3640,3.20,0.0587,14.46,117.00,9-Nov,18541,E-12_S,Eastchester Bay,0,Ripples,ND,"Clear skies, 41-49°F air temp, 6-10 mph wind",0,0,5:37,0.28,Low,5:55,0.30,Low,"PN < RL, BOD < MDL & RL, BOD: Average BOD of GGA and % Recovery is less than acceptable range, Average depletion of Unseeded blanked > 0.2, Average depletion of Seeded blanks > 0.4"
26380,DI1_11/9/2022_8:25_8.2,11/9/2022_DI1,11/9/2022,2022,November,8:25,DI1,8.2,Bottom,7.95,14.767,28.95,ND,9.5,1.73,7.80,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Nov,18541,DI1_B,Westchester Shoreline,0,< 1 ft,ND,"Clear skies, 41-49°F air temp, 6-10 mph wind",0,0,5:37,0.28,Low,5:55,0.30,Low,
26381,DI1_11/9/2022_8:26_4.6,11/9/2022_DI1,11/9/2022,2022,November,8:26,DI1,4.6,Middle,7.92,14.765,28.95,ND,9.5,1.57,7.80,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Nov,18541,DI1_M,Westchester Shoreline,0,< 1 ft,ND,"Clear skies, 41-49°F air temp, 6-10 mph wind",0,0,5:37,0.28,Low,5:55,0.30,Low,
26382,DI1_11/9/2022_8:27_0.5,11/9/2022_DI1,11/9/2022,2022,November,8:27,DI1,0.5,Surface,7.96,14.710,28.94,2.61,9.5,1.22,7.81,ND,6.54,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Nov,18541,DI1_S,Westchester Shoreline,0,< 1 ft,ND,"Clear skies, 41-49°F air temp, 6-10 mph wind",0,0,5:37,0.28,Low,5:55,0.30,Low,
26383,DI2_11/9/2022_8:32_7.8,11/9/2022_DI2,11/9/2022,2022,November,8:32,DI2,7.8,Bottom,7.86,14.884,28.96,ND,10.0,6.56,7.80,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Nov,18541,DI2_B,Westchester Shoreline,0,3 ft,"Forgot to do sonde dup readings at DI2, did sonde dup readings at H-C","Clear skies, 41-49°F air temp, 6-10 mph wind",0,0,5:37,0.28,Low,5:55,0.30,Low,
26384,DI2_11/9/2022_8:33_4.1,11/9/2022_DI2,11/9/2022,2022,November,8:33,DI2,4.1,Middle,7.89,14.986,28.99,ND,10.0,1.66,7.81,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Nov,18541,DI2_M,Westchester Shoreline,0,3 ft,"Forgot to do sonde dup readings at DI2, did sonde dup readings at H-C","Clear skies, 41-49°F air temp, 6-10 mph wind",0,0,5:37,0.28,Low,5:55,0.30,Low,
26385,DI2_11/9/2022_8:34_0.6,11/9/2022_DI2,11/9/2022,2022,November,8:34,DI2,0.6,Surface,7.91,14.937,28.98,2.91,10.0,1.59,7.81,<3,6.68,0.045,0.1580,0.0500,0.1098,0.39,0.1426,0.0066,1.73,0.3090,2.99,0.0400,18.34,116.45,9-Nov,18541,DI2_S,Westchester Shoreline,0,3 ft,"Forgot to do sonde dup readings at DI2, did sonde dup readings at H-C","Clear skies, 41-49°F air temp, 6-10 mph wind",0,0,5:37,0.28,Low,5:55,0.30,Low,"PN < RL, BOD < MDL & RL, BOD: Average BOD of GGA and % Recovery is less than acceptable range, Average depletion of Unseeded blanked > 0.2, Average depletion of Seeded blanks > 0.4"
26386,H-A3_11/9/2022_8:49_9.9,11/9/2022_H-A3,11/9/2022,2022,November,8:49,H-A3,9.9,Bottom,7.95,15.096,29.35,ND,8.0,425.40,7.83,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Nov,18541,H-A3_B,Westchester Shoreline,0,3 ft,ND,"Clear skies, 41-49°F air temp, 6-10 mph wind",0,0,5:37,0.28,Low,5:55,0.30,Low,Turbidity logged before bottom sediment settled
26387,H-A3_11/9/2022_8:50_5.1,11/9/2022_H-A3,11/9/2022,2022,November,8:50,H-A3,5.1,Middle,7.98,15.127,29.36,ND,8.0,1.51,7.84,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Nov,18541,H-A3_M,Westchester Shoreline,0,3 ft,ND,"Clear skies, 41-49°F air temp, 6-10 mph wind",0,0,5:37,0.28,Low,5:55,0.30,Low,
26388,H-A3_11/9/2022_8:51_0.6,11/9/2022_H-A3,11/9/2022,2022,November,8:51,H-A3,0.6,Surface,8.03,15.124,29.36,3.84,8.0,1.48,7.84,<3,9.36,0.019,0.1210,0.0585,0.0983,0.30,0.1201,0.0062,1.64,0.2920,3.01,0.0429,9.19,116.35,9-Nov,18541,H-A3_S,Westchester Shoreline,0,3 ft,ND,"Clear skies, 41-49°F air temp, 6-10 mph wind",0,0,5:37,0.28,Low,5:55,0.30,Low,"NH3 < RL, PN < RL, BOD < MDL & RL, BOD: Average BOD of GGA and % Recovery is less than acceptable range, Average depletion of Unseeded blanked > 0.2, Average depletion of Seeded blanks > 0.4"
26389,H-B_11/9/2022_9:01_14.0,11/9/2022_H-B,11/9/2022,2022,November,9:01,H-B,14.0,Bottom,7.97,15.376,29.30,ND,7.5,3.40,7.85,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Nov,18541,H-B_B,Westchester Shoreline,0,2 ft,ND,"Clear skies, 41-49°F air temp, 6-10 mph wind",0,0,5:37,0.28,Low,5:55,0.30,Low,
26390,H-B_11/9/2022_9:02_7.4,11/9/2022_H-B,11/9/2022,2022,November,9:02,H-B,7.4,Middle,8.16,15.223,29.16,ND,7.5,1.10,7.85,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Nov,18541,H-B_M,Westchester Shoreline,0,2 ft,ND,"Clear skies, 41-49°F air temp, 6-10 mph wind",0,0,5:37,0.28,Low,5:55,0.30,Low,
26391,H-B_11/9/2022_9:03_0.4,11/9/2022_H-B,11/9/2022,2022,November,9:03,H-B,0.4,Surface,8.23,15.198,29.15,4.89,7.5,1.12,7.86,ND,7.50,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Nov,18541,H-B_S,Westchester Shoreline,0,2 ft,ND,"Clear skies, 41-49°F air temp, 6-10 mph wind",0,0,5:37,0.28,Low,5:55,0.30,Low,
26392,B1S_11/9/2022_9:16_14.3,11/9/2022_B1S,11/9/2022,2022,November,9:16,B1S,14.3,Bottom,7.93,15.374,29.44,ND,9.0,9.17,7.83,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Nov,18541,B1S_B,Mid-LIS Waters,0,3 ft,ND,"Clear skies, 41-49°F air temp, 6-10 mph wind",0,0,5:37,0.28,Low,5:55,0.30,Low,
26393,B1S_11/9/2022_9:16_7.8,11/9/2022_B1S,11/9/2022,2022,November,9:16,B1S,7.8,Middle,7.92,15.388,29.44,ND,9.0,1.71,7.84,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9-Nov,18541,B1S_M,Mid-LIS Waters,0,3 ft,ND,"Clear skies, 41-49°F air temp, 6-10 mph wind",0,0,5:37,0.28,Low,5:55,0.30,Low,
26394,B1S_11/9/2022_9:17_0.5,11/9/2022_B1S,11/9/2022,2022,November,9:17,B1S,0.5,Surface,7.97,15.375,29.45,3.73,9.0,1.68,7.84,<3,7.26,0.016,0.1150,0.0598,0.0950,0.29,0.1087,0.0057,1.74,0.3120,3.00,0.0259,15.7,116.15,9-Nov,18541,B1S_S,Mid-LIS Waters,0,3 ft,ND,"Clear skies, 41-49°F air temp, 6-10 mph wind",0,0,5:37,0.28,Low,5:55,0.30,Low,"NH3 < RL; PN < RL, BiSi < RL, BOD < MDL & RL, BOD: Average BOD of GGA and % Recovery is less than acceptable range, Average depletion of Unseeded blanked > 0.2, Average depletion of Seeded blanks > 0.4"
